"id","username","discriminator","nickname","avatar","bot"
"242839149806092289","hwars9","6484",NA,"5b51df6109ace7cdc3a898f9f72e09c7",NA
"244223315634421760","TheUnsuspectingTortoise","3422",NA,"a546c6992836f154f64213c33fe5538a",NA
"244347872487800832","TheFerginator","9690",NA,"cca11e701f065558b0b011048938558b",NA
"244567991159750661","Cap'n Crunch","2046",NA,"fdfb37f7faf0804e503dc590bfef33aa",NA
"245217031446593537","shmimel","7622",NA,"2623dcd2d41dd67643667ed614e8a1ac",NA
"246822240656556033","jingyu","9213",NA,"0a008da6a298005445f862312f9772c1",NA
"250152529214701569","shiz","5723","shizzle","4ad1fce64f439da07232e8e3212518ac",NA
"250530017455505408","Honeyjaw","2849",NA,"0af9f2829af0a9f436f99132175caa96",NA
"251369235710738432","VincentS16","4979",NA,NA,NA
"251947579032469505","kimutaro","3565",NA,"fdf6093ed5adac7d3cb248a085fa9428",NA
"251949750905995265","trxnny","6746",NA,NA,NA
"251983908583768065","Feld IV","7042",NA,"d751012bd06c08dbb86b39857703fa75",NA
"252291931718156288","bagpipemozart","6136","D U C C","d7cca7c2453a2a915e5c4e9a22248e54",NA
"253660687778185226","brandank","0825",NA,"ae3731926402135462e72a0fae541c41",NA
"254477727749373958","zpandaz","3061",NA,"6662bd8be454c95e8a273a36c19c6180",NA
"254565995660836865","udipshat","7911",NA,NA,NA
"256320460952698880","siri? destroy god","1964",NA,"571f4c758775967effe1d85885f57c57",NA
"256599886995259392","Suppuppow","5730",NA,"a6a0a192760770f22e564900bdab6663",NA
"256619354479656960","lemonysnicket44","8251",NA,"d3cf93c32716aff4c69a2e14ab2ef3e6",NA
"258827398282346499","endreman0","9853",NA,"084467f04ef6f4a0e30de384d7fa4dda",NA
"259939151414165507","Cooks23","8721",NA,"82d336f6e1507cc94e459e8fdafcfded",NA
"260283829015674897","Danielsaid","6916",NA,"631d6eb1d8a7925570728f1afaad77e4",NA
"260986280580481041","busbr","4774","Shiromish Community Transit","bc9ca48edac04b49f106d8e50cc6244e",NA
"261721480302297102","Hugh Mungus","0252",NA,"2ddc71e7b0dca603a73f5515fbdd173a",NA
"261927869041606657","juanxsantos","3221",NA,NA,NA
"262085471218171904","okayokayyakoyako","1095",NA,NA,NA
"263548245270069267","Vradomor","6139",NA,"b5278ad37c63ce5cd1ae3996f6f613c3",NA
"263587526327926784","Ameer","3127",NA,NA,NA
"263871136218087434","Childish","0348",NA,"6669ee5cb1ca72ac40f07be0873c976d",NA
"264951473178279936","Ckorean02","7273",NA,NA,NA
"265136157933830145","Kurama","1742",NA,"1d20cf3819cdbc805add2bab83da3ac7",NA
"265994026438623234","sketchyCoder","0350",NA,"85a7f67be4412ebad52c0edc8c1b6257",NA
"268220695517986816","Gauntlet","7350","Thanks","2be15dc1b32e36bffb60b49f1332d8de",NA
"268265923192815617","D3r3k23","8877","Drk","90ae86a35dc7e6393de39ea06415246d",NA
"268947517419290626","tim2214","0189",NA,"7c1a721016aaa6d8bac1358c67ac1845",NA
"268998276110352386","k22w","7016",NA,NA,NA
"269009642355425280","txmarc","0779",NA,"f7fb4d37b567e587716b4f9e9a606570",NA
"270045717098266625","Cita","8957",NA,NA,NA
"270768708979392512","godly","7766",NA,"6528b9257be65090d4d3e23828421d5b",NA
"271368473198723074","Chase","0815",NA,NA,NA
"271408854657400833","ThisisIp","3463",NA,"a09099d063217491b18b5d10f6c4ad0a",NA
"271764906808705034","ParanoidAsshole","5107",NA,"f48dfca336ca16cab81f057b759fae9f",NA
"271911695142748160","tylerphan","9149",NA,"8674bbe42c88cfdeac0ff486c5e3ca41",NA
"272165731439869953","icon","3716",NA,"e772ef420884f249853cbc1ac7d5895e",NA
"272205975090495509","epicnubys","3905",NA,NA,NA
"274773586215174145","excalibot","4565",NA,"8c79a4dfbd6f065a2c9308d90c53556f",TRUE
"275100763305279488","DaChun","4869",NA,NA,NA
"277302529757413387","mar","3484",NA,"f72a2b17bf0325f35c2b75b7941604d8",NA
"277417461756723201","shooketh","4860",NA,"42952196596aa62006cfc2861e646c22",NA
"278743925047558154","Remí","0850",NA,"32962caa60a645c2fd94a932bb659bd0",NA
"279314975582060545","eban","1970",NA,NA,NA
"281581425839570964","POeTAToe","3770",NA,"55ebf68149b0d3ce8d684f523b8f3d3c",NA
"281818404271423488","ah","8172",NA,NA,NA
